,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
621550,Patrick Wisdom,3,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,76,116,67,28,0,25,183,53,1,97,9,.207,469,.298,.426,.724,4,8,.667,8,2233,,,,,,,,,,,,,,,,,,,,,,200,0.66,,,,,,,,,,,,0,1,2,,,534,66,244,.274,18.76
592858,Rowan Wick,64,0,7,4,1,12,.917,0.17,1.55,64.0,64,0,0,1,60,56,37,13,2,9,69,29,2,79,1,.305,259,.372,.475,.847,1,5,.833,7,1153,4.22,64.0,4,7,9,14,4,5,30,1.69,294,192,64,0,0,750,.650,1,0,3,0,123,1.07,.364,18.02,22,2.38,9.70,4.08,11.11,5.20,1.27,17,5,0,1,4,,,,,,,
673548,Seiya Suzuki,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,81,105,54,22,2,14,110,42,3,104,4,.262,397,.336,.433,.769,5,9,.643,8,1876,,,,,,,,,,,,,,,,,,,,,,172,0.77,,,,,,,,,,,,0,0,3,,,446,46,155,.326,28.36
489119,Wade Miley,9,8,3,0,1,4,.750,0.33,0.73,37.0,9,0,0,1,47,37,20,5,1,3,28,14,0,31,2,.218,142,.296,.331,.627,1,2,.667,3,566,3.16,37.0,2,2,0,0,0,0,13,1.22,159,111,9,0,0,358,.630,2,0,1,0,47,1.27,.500,15.30,0,2.00,6.81,3.41,7.54,4.86,0.73,0,0,0,0,1,,,,,,,
575929,Willson Contreras,113,39,0,0,0,0,.000,0.00,-.--,0.0,39,0,0,0,131,83,65,23,2,22,103,45,0,101,24,.243,416,.349,.466,.815,2,4,.667,14,1825,,,,,,,,,,,,,,,,,,,,21,2,194,1.58,,,,,,,,,,,,0,0,2,7,3.96,487,55,174,.270,18.91
543228,Yan Gomes,9,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,94,76,23,12,0,8,47,8,0,65,3,.235,277,.260,.365,.625,18,37,.673,15,1006,,,,,,,,,,,,,,,,,,,,19,0,101,1.24,,,,,,,,,,,,2,1,4,2,3.72,293,31,132,.252,34.62
656716,Zach McKinstry,3,0,0,2,0,2,1.000,0.67,1.80,10.0,3,0,0,0,3,3,4,0,0,1,4,3,0,1,0,.091,11,.286,.364,.650,0,0,.---,0,68,,,,,,,,,,,,,,,,,,,,,,4,1.00,,,,,,,,,,,,0,0,0,,,14,2,6,.000,11.00
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
592325,Ben Gamel,21,21,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,94,94,42,20,2,9,98,48,2,86,3,.232,371,.324,.369,.693,1,5,.833,5,1713,,,,,,,,,,,,,,,,,,,,,,137,1.00,,,,,,,,,,,,0,0,1,,,423,46,132,.291,41.22
668804,Bryan Reynolds,145,18,0,0,0,0,.000,0.00,-.--,0.0,18,0,0,0,138,123,74,19,4,27,141,56,6,142,14,.262,542,.345,.461,.806,3,7,.700,13,2303,,,,,,,,,,,,,,,,,,,,,,250,1.12,,,,,,,,,,,,0,0,2,,,614,62,197,.306,20.07
669060,Bryse Wilson,25,20,3,4,0,7,1.000,0.28,0.55,115.2,25,0,0,0,133,123,80,29,1,20,79,32,1,132,9,.287,460,.341,.485,.826,3,6,.667,14,1825,5.52,115.2,3,9,0,0,0,0,71,1.42,509,347,25,0,0,1179,.650,9,0,2,0,223,1.08,.250,15.78,0,2.47,6.15,2.49,10.27,6.22,1.56,5,3,1,1,6,,,,,,,
668751,Cal Mitchell,11,10,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,61,53,21,11,0,5,52,18,0,48,0,.226,212,.286,.349,.635,1,3,.750,3,850,,,,,,,,,,,,,,,,,,,,,,74,1.15,,,,,,,,,,,,0,1,1,,,232,17,88,.276,42.40
608328,De Jong,42,0,4,3,1,8,.875,0.17,0.89,71.2,42,0,0,1,58,88,24,15,0,10,59,30,1,52,5,.204,255,.299,.380,.679,2,3,.600,7,1174,2.64,71.2,6,3,1,4,3,3,21,1.14,293,215,42,0,0,720,.610,5,0,4,0,97,0.66,.667,16.38,16,1.97,7.41,3.77,6.53,3.01,1.26,22,5,1,1,1,,,,,,,
670280,David Bednar,45,0,2,0,0,2,1.000,0.04,0.35,51.2,45,1,0,0,34,48,19,11,0,4,69,16,2,42,1,.218,193,.281,.337,.618,0,4,1.000,2,842,2.61,51.2,3,4,19,23,4,4,15,1.12,210,155,45,0,0,557,.660,1,1,2,0,65,0.71,.429,16.30,34,4.31,12.02,2.79,7.32,3.31,0.70,8,1,0,0,0,,,0,0,0,.---,-.--
660636,Diego Castillo,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,62,75,28,13,0,11,75,14,1,54,3,.206,262,.251,.382,.633,1,1,.500,7,1149,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,100,0.83,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,0,0,4,,,283,29,97,.239,23.82
621249,Underwood Jr.,51,1,5,3,0,8,1.000,0.16,1.26,57.1,51,1,0,0,65,49,35,12,0,1,57,25,1,58,5,.254,228,.340,.320,.660,2,4,.667,3,1004,4.40,57.1,1,6,1,4,12,3,28,1.45,259,172,51,0,0,635,.630,5,0,5,0,73,1.33,.143,17.51,9,2.28,8.95,3.92,9.10,5.49,0.16,20,6,0,0,1,,,,,,,
664141,JT Brubaker,28,28,14,5,3,22,.864,0.68,1.19,144.0,28,2,0,2,155,124,85,39,2,17,147,54,0,157,9,.271,580,.341,.433,.774,3,5,.625,14,2381,4.69,144.0,3,12,0,0,0,0,75,1.47,646,432,28,0,0,1529,.640,9,2,6,1,251,1.25,.200,16.53,0,2.72,9.19,3.38,9.81,5.31,1.06,0,0,0,0,3,,,,,,,
669261,Jack Suwinski,106,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,72,75,45,11,0,19,114,41,1,66,4,.202,326,.298,.411,.709,2,4,.667,5,1572,,,,,,,,,,,,,,,,,,,,,,134,0.96,,,,,,,,,,,,0,0,1,,,372,38,147,.242,17.16
641511,Jason Delay,57,49,15,393,9,417,.978,7.16,8.42,436.2,57,2,0,4,34,39,17,6,0,1,50,9,0,33,2,.213,155,.265,.271,.536,9,37,.804,4,653,,,,,,,,,,,,,,,,,,,,25,2,42,0.87,,,,,,,,,,,,1,1,0,0,4.60,167,11,50,.308,155.00
678225,Hwan Bae,5,4,0,6,1,7,.857,1.20,1.35,40.0,5,0,0,1,10,6,5,3,0,0,6,2,0,11,2,.333,33,.405,.424,.829,0,3,1.000,0,120,,,,,,,,,,,,,,,,,,,,,,14,1.67,,,,,,,,,,,,0,0,0,,,37,6,8,.407,-.--
670912,Johan Oviedo,14,1,2,3,0,5,1.000,0.36,1.80,25.1,14,1,0,0,21,27,9,6,1,4,26,7,0,26,1,.260,100,.315,.460,.775,0,3,1.000,2,442,3.20,25.1,2,1,0,1,0,1,9,1.30,108,76,14,0,0,296,.670,1,1,1,0,46,0.78,.667,17.45,3,3.71,9.24,2.49,9.24,3.20,1.42,12,6,0,0,0,,,,,,,
658551,Junior Fernandez,13,0,1,0,0,1,1.000,0.08,0.60,15.1,13,0,0,0,22,9,6,2,0,3,12,8,0,17,1,.283,60,.377,.467,.844,0,0,.---,3,261,2.93,15.1,0,0,0,1,3,1,5,1.63,70,46,13,0,0,155,.590,1,0,1,0,28,2.44,.---,17.02,2,1.50,7.04,4.70,9.98,3.52,1.76,10,7,1,0,0,,,,,,,
663647,Ke'Bryan Hayes,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,141,121,55,24,3,7,122,48,0,123,5,.244,505,.314,.345,.659,5,20,.800,12,2227,,,,,,,,,,,,,,,,,,,,,,174,1.17,,,,,,,,,,,,0,0,2,,,560,41,193,.307,72.14
621028,Kevin Newman,78,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,84,80,31,18,2,2,48,16,0,79,2,.274,288,.316,.372,.688,2,8,.800,6,1080,,,,,,,,,,,,,,,,,,,,,,107,1.05,,,,,,,,,,,,0,2,1,,,309,24,97,.322,144.00
544365,Manny Banuelos,4,0,5,0,0,5,1.000,1.25,5.63,8.1,4,0,0,0,11,6,2,2,0,0,8,3,0,7,0,.219,32,.286,.281,.567,0,0,.---,0,136,2.16,8.1,0,0,1,1,0,0,2,1.20,35,25,4,0,0,82,.600,0,0,0,0,9,1.83,.---,16.32,3,2.67,8.64,3.24,7.56,2.16,0.00,2,2,0,0,0,,,,,,,
609280,Miguel Andujar,1,0,0,0,0,0,.000,0.00,0.00,0.1,1,0,0,0,25,28,9,2,0,1,22,3,0,22,0,.229,96,.250,.281,.531,0,4,1.000,0,353,,,,,,,,,,,,,,,,,,,,,,27,0.89,,,,,,,,,,,,0,0,1,,,100,8,35,.284,96.00
664337,Miguel Yajure,12,1,2,3,0,5,1.000,0.42,1.88,24.1,12,0,0,0,29,25,26,10,0,3,16,16,1,31,2,.307,101,.412,.495,.907,1,1,.500,2,471,8.88,24.1,1,1,1,1,0,0,24,1.93,119,73,12,0,0,284,.600,2,1,4,0,50,1.16,.500,19.36,4,1.00,5.92,5.92,11.47,9.62,1.11,3,1,0,0,0,,,,,,,
656605,Mitch Keller,31,29,15,10,1,26,.962,0.81,1.42,159.0,31,2,0,1,180,135,77,28,2,14,138,60,1,162,12,.266,609,.342,.388,.730,3,17,.850,22,2661,3.91,159.0,5,12,0,0,0,0,69,1.40,687,477,31,0,0,1670,.630,12,1,2,0,236,1.33,.294,16.74,0,2.30,7.81,3.40,9.17,4.36,0.79,0,0,0,2,4,,,,,,,
683232,Nick Mears,2,0,0,0,0,0,.000,0.00,0.00,2.0,2,0,0,0,2,2,0,0,0,0,2,1,0,1,0,.143,7,.250,.143,.393,0,0,.---,0,31,0.00,2.0,0,0,0,0,1,0,0,1.00,8,6,2,0,0,21,.680,0,0,0,0,1,1.00,.---,15.50,0,2.00,9.00,4.50,4.50,0.00,0.00,0,0,0,0,0,,,,,,,
665833,Oneil Cruz,87,8,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,75,54,45,13,4,17,126,28,1,77,1,.233,331,.294,.450,.744,4,11,.733,3,1459,,,,,,,,,,,,,,,,,,,,,,149,1.39,,,,,,,,,,,,0,0,1,,,361,54,124,.317,19.47
596112,Robert Stephenson,13,0,2,0,0,2,1.000,0.15,1.38,13.1,13,0,0,0,6,14,5,3,0,2,18,1,0,10,1,.213,47,.245,.404,.649,2,1,.333,0,209,3.38,13.1,0,1,0,1,2,1,5,0.83,50,40,13,0,0,148,.710,1,0,1,0,19,0.43,.000,15.68,4,18.00,12.15,0.68,6.75,3.37,1.35,4,0,0,1,0,,,,,,,
666801,Rodolfo Castro,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,68,53,25,8,4,11,74,22,0,59,2,.233,253,.299,.427,.726,3,5,.625,6,1047,,,,,,,,,,,,,,,,,,,,,,108,1.28,,,,,,,,,,,,0,0,1,,,278,27,104,.284,23.00
672779,Tucupita Marcano,1,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,44,45,18,6,2,2,44,10,0,33,1,.206,160,.256,.306,.562,1,2,.667,1,672,,,,,,,,,,,,,,,,,,,,,,49,0.98,,,,,,,,,,,,0,5,1,,,177,13,60,.270,80.00
623168,Tyler Heineman,10,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,6,2,2,2,0,0,4,0,0,4,0,.267,15,.267,.400,.667,0,0,.---,1,53,,,,,,,,,,,,,,,,,,,,1,0,6,3.00,,,,,,,,,,,,0,1,0,0,6.12,16,1,6,.364,-.--
670990,Yohan Ramirez,7,0,2,1,0,3,1.000,0.43,3.38,8.1,7,0,0,0,4,11,7,2,0,3,10,6,0,7,2,.219,32,.375,.563,.938,0,1,1.000,0,158,7.56,8.1,1,0,0,1,0,1,7,1.56,40,25,7,0,0,92,.580,2,0,1,0,18,0.36,1.000,18.96,3,1.67,10.80,6.48,7.56,7.56,3.24,2,0,0,0,0,,,,,,,
605507,Zach Thompson,29,22,5,5,0,10,1.000,0.34,0.74,121.2,29,0,0,0,143,123,76,23,1,19,90,46,0,138,3,.280,493,.344,.446,.790,2,10,.833,13,2080,5.18,121.2,3,10,0,0,0,0,70,1.51,543,365,29,0,0,1306,.630,3,0,5,0,220,1.16,.231,17.10,1,1.96,6.66,3.40,10.21,5.62,1.41,0,0,0,0,1,,,,,,,
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
